1047,MEDIUM
296,MEDIUM
43357,HIGH
43357,MEDIUM
43398,HIGH
43398,MEDIUM
437,LOW
437,MEDIUM
296,437,MEDIUM
43398,43357,HIGH
43398,43357,MEDIUM
